Date,Symbol,Close
43186.66667,ETSY,27.66
43187.66667,ETSY,27.91
43188.66667,ETSY,28.06
43192.66667,ETSY,27.97
43193.66667,ETSY,27.83
43194.66667,ETSY,27.84
43195.66667,ETSY,28.54
43196.66667,ETSY,27.63
43199.66667,ETSY,27.6
43200.66667,ETSY,29.9
43201.66667,ETSY,30.2
43202.66667,ETSY,30.58
43203.66667,ETSY,28.97
43206.66667,ETSY,29.39
43207.66667,ETSY,30.28
43208.66667,ETSY,30.4
43209.66667,ETSY,30.23
43210.66667,ETSY,30.01
43213.66667,ETSY,29.73
43214.66667,ETSY,28.97
43215.66667,ETSY,28.73
43216.66667,ETSY,29.53
43217.66667,ETSY,29.5
43220.66667,ETSY,29.94
43221.66667,ETSY,30.32
43222.66667,ETSY,30.77
43223.66667,ETSY,30.85
43224.66667,ETSY,30.59
43227.66667,ETSY,31.42
43228.66667,ETSY,31.42
43229.66667,ETSY,29.99
43230.66667,ETSY,29.28
43231.66667,ETSY,30.01
43234.66667,ETSY,29.42
43235.66667,ETSY,29.09
43236.66667,ETSY,29.4
43237.66667,ETSY,29.47
43238.66667,ETSY,29.64
43241.66667,ETSY,29.4
43242.66667,ETSY,28.99
43243.66667,ETSY,29.38
43244.66667,ETSY,29.5
43245.66667,ETSY,30.44
43249.66667,ETSY,30.41
43250.66667,ETSY,31.71
43251.66667,ETSY,32.34
43252.66667,ETSY,31.62
43255.66667,ETSY,31.67
43256.66667,ETSY,32.92
43257.66667,ETSY,33.48
43258.66667,ETSY,33.43
43259.66667,ETSY,33.25
43262.66667,ETSY,32.05
43263.66667,ETSY,33.22
43264.66667,ETSY,32.99
43265.66667,ETSY,41.65
43266.66667,ETSY,42.54
43269.66667,ETSY,43.82
43270.66667,ETSY,43.33
43271.66667,ETSY,44.21
43272.66667,ETSY,43.6
43273.66667,ETSY,43.18
43276.66667,ETSY,41.75
43277.66667,ETSY,41.98
43278.66667,ETSY,40.42
43279.66667,ETSY,42.24
43280.66667,ETSY,42.19
43283.66667,ETSY,42.78
43284.54167,ETSY,42.58
43286.66667,ETSY,43.86
43287.66667,ETSY,44.71
43290.66667,ETSY,44.51
43291.66667,ETSY,43.79
43292.66667,ETSY,43.39
43293.66667,ETSY,43.24
43294.66667,ETSY,43
43297.66667,ETSY,42.91
43298.66667,ETSY,44.25
43299.66667,ETSY,44.44
43300.66667,ETSY,43.23
43301.66667,ETSY,43.8
43304.66667,ETSY,43.23
43305.66667,ETSY,41.77
43306.66667,ETSY,42.98
43307.66667,ETSY,42.61
43308.66667,ETSY,41.97
43311.66667,ETSY,40.23
43312.66667,ETSY,40.86
43313.66667,ETSY,41.2
43314.66667,ETSY,42.4
43315.66667,ETSY,41.54
43318.66667,ETSY,42.43
43319.66667,ETSY,43.84
43320.66667,ETSY,43.12
43321.66667,ETSY,43.73
43322.66667,ETSY,46.06
43325.66667,ETSY,45.19
43326.66667,ETSY,46.14
43327.66667,ETSY,44.86
43328.66667,ETSY,45.63
43329.66667,ETSY,46.53
43332.66667,ETSY,46.9
43333.66667,ETSY,47.57
43334.66667,ETSY,47.84
43335.66667,ETSY,48.81
43336.66667,ETSY,49.04
43339.66667,ETSY,48.14
43340.66667,ETSY,47.88
43341.66667,ETSY,47.76
43342.66667,ETSY,48.31
43343.66667,ETSY,48.69
43347.66667,ETSY,50.66
43348.66667,ETSY,47.39
43349.66667,ETSY,46.12
43350.66667,ETSY,47.14
43353.66667,ETSY,47.19
43354.66667,ETSY,49.4
43355.66667,ETSY,49.17
43356.66667,ETSY,50.55
43357.66667,ETSY,52.85
43360.66667,ETSY,50.1
43361.66667,ETSY,51.63
43362.66667,ETSY,50.16
43363.66667,ETSY,48.75
43364.66667,ETSY,47.54
43367.66667,ETSY,49.2
43368.66667,ETSY,50.44
43369.66667,ETSY,50.9
43370.66667,ETSY,52.01
43371.66667,ETSY,51.38
43374.66667,ETSY,49.96
43375.66667,ETSY,47.52
43376.66667,ETSY,48.14
43377.66667,ETSY,46.02
43378.66667,ETSY,44.4
43381.66667,ETSY,42.99
43382.66667,ETSY,42.25
43383.66667,ETSY,39.98
43384.66667,ETSY,38.99
43385.66667,ETSY,41.55
43388.66667,ETSY,41.15
43389.66667,ETSY,43.41
43390.66667,ETSY,43.17
43391.66667,ETSY,43.25
43392.66667,ETSY,41.49
43395.66667,ETSY,43.69
43396.66667,ETSY,42.67
43397.66667,ETSY,41.81
43398.66667,ETSY,43.5
43399.66667,ETSY,40.87
43402.66667,ETSY,38.97
43403.66667,ETSY,41.39
43404.66667,ETSY,42.52
43405.66667,ETSY,43.46
43406.66667,ETSY,42.84
43409.66667,ETSY,42.13
43410.66667,ETSY,40.43
43411.66667,ETSY,50.01
43412.66667,ETSY,54.1
43413.66667,ETSY,52.01
43416.66667,ETSY,50.71
43417.66667,ETSY,47.35
43418.66667,ETSY,47.71
43419.66667,ETSY,48.72
43420.66667,ETSY,47.26
43423.66667,ETSY,45.45
43424.66667,ETSY,43.21
43425.66667,ETSY,44.02
43427.54167,ETSY,45.27
43430.66667,ETSY,48.23
43431.66667,ETSY,48.58
43432.66667,ETSY,51.38
43433.66667,ETSY,52.8
43434.66667,ETSY,54.04
43437.66667,ETSY,56.61
43438.66667,ETSY,54.87
43440.66667,ETSY,55.5
43441.66667,ETSY,53.92
43444.66667,ETSY,55.34
43445.66667,ETSY,55.28
43446.66667,ETSY,57.43
43447.66667,ETSY,55.05
43448.66667,ETSY,54.34
43451.66667,ETSY,51.17
43452.66667,ETSY,51.85
43453.66667,ETSY,50.06
43454.66667,ETSY,48.26
43455.66667,ETSY,43.68
43458.54167,ETSY,43.12
43460.66667,ETSY,46.9
43461.66667,ETSY,47.35
43462.66667,ETSY,47.29
43465.66667,ETSY,47.57
43467.66667,ETSY,47
43468.66667,ETSY,46.03
43469.66667,ETSY,49.7
43472.66667,ETSY,51.57
43473.66667,ETSY,53.88
43474.66667,ETSY,52.77
43475.66667,ETSY,51.34
43476.66667,ETSY,52.07
43479.66667,ETSY,52.04
43480.66667,ETSY,54.33
43481.66667,ETSY,54.53
43482.66667,ETSY,54.59
43483.66667,ETSY,55.83
43487.66667,ETSY,53.54
43488.66667,ETSY,53.83
43489.66667,ETSY,54.34
43490.66667,ETSY,55
43493.66667,ETSY,54.92
43494.66667,ETSY,53.52
43495.66667,ETSY,54.19
43496.66667,ETSY,54.65
43497.66667,ETSY,54.38
43500.66667,ETSY,54.74
43501.66667,ETSY,55.44
43502.66667,ETSY,52.59
43503.66667,ETSY,51.53
43504.66667,ETSY,53.15
43507.66667,ETSY,53.15
43508.66667,ETSY,55.83
43509.66667,ETSY,55.04
43510.66667,ETSY,54.06
43511.66667,ETSY,54.66
43515.66667,ETSY,55.28
43516.66667,ETSY,54.18
43517.66667,ETSY,53.03
43518.66667,ETSY,56.67
43521.66667,ETSY,59.01
43522.66667,ETSY,68.65
43523.66667,ETSY,71.74
43524.66667,ETSY,71.27
43525.66667,ETSY,72.77
43528.66667,ETSY,68.99
43529.66667,ETSY,70.61
43530.66667,ETSY,70.04
43531.66667,ETSY,67.24
43532.66667,ETSY,67.77
43535.66667,ETSY,70.66
43536.66667,ETSY,71.15
43537.66667,ETSY,70.15
43538.66667,ETSY,69.91
43539.66667,ETSY,69.89
43542.66667,ETSY,69.55
43543.66667,ETSY,68.5
43544.66667,ETSY,68.9
43545.66667,ETSY,69.44
43546.66667,ETSY,66.02
43549.66667,ETSY,67.86
43550.66667,ETSY,67.74
43551.66667,ETSY,65.51
43552.66667,ETSY,67.13
43553.66667,ETSY,67.22
43556.66667,ETSY,68.16
43557.66667,ETSY,69.73
43558.66667,ETSY,69.46
43559.66667,ETSY,68.3
43560.66667,ETSY,68.22
43563.66667,ETSY,67.65
43564.66667,ETSY,66.69
43565.66667,ETSY,68.21
43566.66667,ETSY,67.65
43567.66667,ETSY,65.38
43570.66667,ETSY,66.2
43571.66667,ETSY,66.28
43572.66667,ETSY,64.25
43573.66667,ETSY,63.4
43577.66667,ETSY,63.51
43578.66667,ETSY,65.22
43579.66667,ETSY,66.08
43580.66667,ETSY,67.85
43581.66667,ETSY,67.71
43584.66667,ETSY,69.41
43585.66667,ETSY,67.54
43586.66667,ETSY,66.79
43587.66667,ETSY,68.07
43588.66667,ETSY,69.65
43591.66667,ETSY,69.03
43592.66667,ETSY,66.97
43593.66667,ETSY,68.08
43594.66667,ETSY,60.76
43595.66667,ETSY,61.8
43598.66667,ETSY,57.23
43599.66667,ETSY,58.82
43600.66667,ETSY,61.89
43601.66667,ETSY,63.65
43602.66667,ETSY,62.78
43605.66667,ETSY,63.12
43606.66667,ETSY,65.21
43607.66667,ETSY,64.01
43608.66667,ETSY,63.32
43609.66667,ETSY,64.71
43613.66667,ETSY,65.03
43614.66667,ETSY,62.13
43615.66667,ETSY,62.95
43616.66667,ETSY,62.31
